sort_order,namespace,object_id,property_path,value_type,unit,source_sheet,source_cell,required,include_runtime,notes_ru
290,action,sys_wait,dodge_base_chance_fp,int,,Actions,AN8,1,1,Источник Actions.Dodge Base Chance FP
291,action,sys_wait,movement_mode,string,,Actions,AO8,1,1,Источник Actions.Movement Mode
292,action,sys_wait,move_distance,int,,Actions,AP8,1,1,Источник Actions.Move Distance
293,action,sys_wait,base_stagger,int,,Actions,AQ8,1,1,Источник Actions.Base Stagger
294,action,sys_wait,base_stun_ticks,int,,Actions,AR8,1,1,Источник Actions.Base Stun Ticks
295,action,sys_wait,base_knockback,int,,Actions,AS8,1,1,Источник Actions.Base Knockback
296,action,sys_wait,knockback_min,int,,Actions,AT8,1,1,Источник Actions.Knockback Min
297,action,sys_wait,knockback_max,int,,Actions,AU8,1,1,Источник Actions.Knockback Max
298,action,sys_wait,wall_damage_per_unit_fp,int,,Actions,AV8,1,1,Источник Actions.Wall Damage / Unit FP
299,action,sys_wait,wall_damage_min,int,,Actions,AW8,1,1,Источник Actions.Wall Damage Min
300,action,sys_wait,wall_damage_max,int,,Actions,AX8,1,1,Источник Actions.Wall Damage Max
301,action,sys_wait,max_consecutive_uses,int,,Actions,AY8,1,1,Источник Actions.Max Consecutive Uses
302,action,sys_wait,opportunity_cap_fp,int,,Actions,AZ8,1,1,Источник Actions.Opportunity Cap FP
303,action,sys_wait,hard_opportunity_misses,int,,Actions,BA8,1,1,Источник Actions.Hard Opportunity Misses
304,action,bear_paw_jab,action_id,string,,Actions,A9,1,1,Источник Actions.Action ID
305,action,bear_paw_jab,animal_id,string,,Actions,B9,1,1,Источник Actions.Animal ID
306,action,bear_paw_jab,slot_type,string,,Actions,D9,1,1,Источник Actions.Slot Type
307,action,bear_paw_jab,category,string,,Actions,E9,1,1,Источник Actions.Category
308,action,bear_paw_jab,tags,string,,Actions,F9,1,1,Источник Actions.Tags
309,action,bear_paw_jab,base_weight,int,,Actions,G9,1,1,Источник Actions.Base Weight
310,action,bear_paw_jab,preferred_range_min,int,,Actions,H9,1,1,Источник Actions.Preferred Range Min
311,action,bear_paw_jab,preferred_range_max,int,,Actions,I9,1,1,Источник Actions.Preferred Range Max
312,action,bear_paw_jab,hit_range_min,int,,Actions,J9,1,1,Источник Actions.Hit Range Min
313,action,bear_paw_jab,hit_range_max,int,,Actions,K9,1,1,Источник Actions.Hit Range Max
314,action,bear_paw_jab,energy_cost,int,,Actions,L9,1,1,Источник Actions.Energy Cost
315,action,bear_paw_jab,resource_cost,int,,Actions,M9,1,1,Источник Actions.Resource Cost
316,action,bear_paw_jab,base_damage,int,,Actions,N9,1,1,Источник Actions.Base Damage / hit
317,action,bear_paw_jab,power_ratio_fp,int,,Actions,O9,1,1,Источник Actions.Power Ratio FP
318,action,bear_paw_jab,min_damage,int,,Actions,P9,1,1,Источник Actions.Min Damage
319,action,bear_paw_jab,chip_min,int,,Actions,Q9,1,1,Источник Actions.Chip Min
320,action,bear_paw_jab,startup_base_ticks,int,,Actions,R9,1,1,Источник Actions.Startup Base Ticks
321,action,bear_paw_jab,startup_min_ticks,int,,Actions,S9,1,1,Источник Actions.Startup Min Ticks
322,action,bear_paw_jab,startup_max_ticks,int,,Actions,T9,1,1,Источник Actions.Startup Max Ticks
323,action,bear_paw_jab,active_ticks,int,,Actions,U9,1,1,Источник Actions.Active Ticks
324,action,bear_paw_jab,hit_schedule,string,,Actions,V9,1,1,Источник Actions.Hit Schedule
325,action,bear_paw_jab,hit_count,int,,Actions,W9,1,1,Источник Actions.Hit Count
326,action,bear_paw_jab,recovery_base_ticks,int,,Actions,X9,1,1,Источник Actions.Recovery Base Ticks
327,action,bear_paw_jab,recovery_min_ticks,int,,Actions,Y9,1,1,Источник Actions.Recovery Min Ticks
328,action,bear_paw_jab,recovery_max_ticks,int,,Actions,Z9,1,1,Источник Actions.Recovery Max Ticks
329,action,bear_paw_jab,cooldown_ticks,int,,Actions,AA9,1,1,Источник Actions.Cooldown Ticks
330,action,bear_paw_jab,action_priority,int,,Actions,AB9,1,1,Источник Actions.Action Priority
331,action,bear_paw_jab,clash_priority,int,,Actions,AC9,1,1,Источник Actions.Clash Priority
332,action,bear_paw_jab,grab_priority,int,,Actions,AD9,1,1,Источник Actions.Grab Priority
333,action,bear_paw_jab,resolution_priority,int,,Actions,AE9,1,1,Источник Actions.Resolution Priority
334,action,bear_paw_jab,interrupt_profile,string,,Actions,AF9,1,1,Источник Actions.Interrupt Profile
335,action,bear_paw_jab,blockable,bool,,Actions,AG9,1,1,Источник Actions.Blockable
336,action,bear_paw_jab,dodgeable,bool,,Actions,AH9,1,1,Источник Actions.Dodgeable
337,action,bear_paw_jab,undodgeable,bool,,Actions,AI9,1,1,Источник Actions.Undodgeable
338,action,bear_paw_jab,wall_impact,bool,,Actions,AJ9,1,1,Источник Actions.Wall Impact
339,action,bear_paw_jab,track_target,bool,,Actions,AK9,1,1,Источник Actions.Track Target
340,action,bear_paw_jab,block_base_chance_fp,int,,Actions,AL9,1,1,Источник Actions.Block Base Chance FP
341,action,bear_paw_jab,block_reduction_fp,int,,Actions,AM9,1,1,Источник Actions.Block Reduction FP
342,action,bear_paw_jab,dodge_base_chance_fp,int,,Actions,AN9,1,1,Источник Actions.Dodge Base Chance FP
343,action,bear_paw_jab,movement_mode,string,,Actions,AO9,1,1,Источник Actions.Movement Mode
344,action,bear_paw_jab,move_distance,int,,Actions,AP9,1,1,Источник Actions.Move Distance
345,action,bear_paw_jab,base_stagger,int,,Actions,AQ9,1,1,Источник Actions.Base Stagger
346,action,bear_paw_jab,base_stun_ticks,int,,Actions,AR9,1,1,Источник Actions.Base Stun Ticks
347,action,bear_paw_jab,base_knockback,int,,Actions,AS9,1,1,Источник Actions.Base Knockback
348,action,bear_paw_jab,knockback_min,int,,Actions,AT9,1,1,Источник Actions.Knockback Min
349,action,bear_paw_jab,knockback_max,int,,Actions,AU9,1,1,Источник Actions.Knockback Max
350,action,bear_paw_jab,wall_damage_per_unit_fp,int,,Actions,AV9,1,1,Источник Actions.Wall Damage / Unit FP
351,action,bear_paw_jab,wall_damage_min,int,,Actions,AW9,1,1,Источник Actions.Wall Damage Min
352,action,bear_paw_jab,wall_damage_max,int,,Actions,AX9,1,1,Источник Actions.Wall Damage Max
353,action,bear_paw_jab,max_consecutive_uses,int,,Actions,AY9,1,1,Источник Actions.Max Consecutive Uses
354,action,bear_paw_jab,opportunity_cap_fp,int,,Actions,AZ9,1,1,Источник Actions.Opportunity Cap FP
355,action,bear_paw_jab,hard_opportunity_misses,int,,Actions,BA9,1,1,Источник Actions.Hard Opportunity Misses
356,action,bear_crushing_swipe,action_id,string,,Actions,A10,1,1,Источник Actions.Action ID
357,action,bear_crushing_swipe,animal_id,string,,Actions,B10,1,1,Источник Actions.Animal ID
358,action,bear_crushing_swipe,slot_type,string,,Actions,D10,1,1,Источник Actions.Slot Type
359,action,bear_crushing_swipe,category,string,,Actions,E10,1,1,Источник Actions.Category
360,action,bear_crushing_swipe,tags,string,,Actions,F10,1,1,Источник Actions.Tags
361,action,bear_crushing_swipe,base_weight,int,,Actions,G10,1,1,Источник Actions.Base Weight
362,action,bear_crushing_swipe,preferred_range_min,int,,Actions,H10,1,1,Источник Actions.Preferred Range Min
363,action,bear_crushing_swipe,preferred_range_max,int,,Actions,I10,1,1,Источник Actions.Preferred Range Max
364,action,bear_crushing_swipe,hit_range_min,int,,Actions,J10,1,1,Источник Actions.Hit Range Min
365,action,bear_crushing_swipe,hit_range_max,int,,Actions,K10,1,1,Источник Actions.Hit Range Max
366,action,bear_crushing_swipe,energy_cost,int,,Actions,L10,1,1,Источник Actions.Energy Cost
367,action,bear_crushing_swipe,resource_cost,int,,Actions,M10,1,1,Источник Actions.Resource Cost
368,action,bear_crushing_swipe,base_damage,int,,Actions,N10,1,1,Источник Actions.Base Damage / hit
369,action,bear_crushing_swipe,power_ratio_fp,int,,Actions,O10,1,1,Источник Actions.Power Ratio FP
370,action,bear_crushing_swipe,min_damage,int,,Actions,P10,1,1,Источник Actions.Min Damage
371,action,bear_crushing_swipe,chip_min,int,,Actions,Q10,1,1,Источник Actions.Chip Min
372,action,bear_crushing_swipe,startup_base_ticks,int,,Actions,R10,1,1,Источник Actions.Startup Base Ticks
373,action,bear_crushing_swipe,startup_min_ticks,int,,Actions,S10,1,1,Источник Actions.Startup Min Ticks
374,action,bear_crushing_swipe,startup_max_ticks,int,,Actions,T10,1,1,Источник Actions.Startup Max Ticks
375,action,bear_crushing_swipe,active_ticks,int,,Actions,U10,1,1,Источник Actions.Active Ticks
376,action,bear_crushing_swipe,hit_schedule,string,,Actions,V10,1,1,Источник Actions.Hit Schedule
377,action,bear_crushing_swipe,hit_count,int,,Actions,W10,1,1,Источник Actions.Hit Count
378,action,bear_crushing_swipe,recovery_base_ticks,int,,Actions,X10,1,1,Источник Actions.Recovery Base Ticks
379,action,bear_crushing_swipe,recovery_min_ticks,int,,Actions,Y10,1,1,Источник Actions.Recovery Min Ticks
380,action,bear_crushing_swipe,recovery_max_ticks,int,,Actions,Z10,1,1,Источник Actions.Recovery Max Ticks
381,action,bear_crushing_swipe,cooldown_ticks,int,,Actions,AA10,1,1,Источник Actions.Cooldown Ticks
382,action,bear_crushing_swipe,action_priority,int,,Actions,AB10,1,1,Источник Actions.Action Priority
383,action,bear_crushing_swipe,clash_priority,int,,Actions,AC10,1,1,Источник Actions.Clash Priority
384,action,bear_crushing_swipe,grab_priority,int,,Actions,AD10,1,1,Источник Actions.Grab Priority
385,action,bear_crushing_swipe,resolution_priority,int,,Actions,AE10,1,1,Источник Actions.Resolution Priority
386,action,bear_crushing_swipe,interrupt_profile,string,,Actions,AF10,1,1,Источник Actions.Interrupt Profile
387,action,bear_crushing_swipe,blockable,bool,,Actions,AG10,1,1,Источник Actions.Blockable
388,action,bear_crushing_swipe,dodgeable,bool,,Actions,AH10,1,1,Источник Actions.Dodgeable
389,action,bear_crushing_swipe,undodgeable,bool,,Actions,AI10,1,1,Источник Actions.Undodgeable
390,action,bear_crushing_swipe,wall_impact,bool,,Actions,AJ10,1,1,Источник Actions.Wall Impact
391,action,bear_crushing_swipe,track_target,bool,,Actions,AK10,1,1,Источник Actions.Track Target
392,action,bear_crushing_swipe,block_base_chance_fp,int,,Actions,AL10,1,1,Источник Actions.Block Base Chance FP
393,action,bear_crushing_swipe,block_reduction_fp,int,,Actions,AM10,1,1,Источник Actions.Block Reduction FP
394,action,bear_crushing_swipe,dodge_base_chance_fp,int,,Actions,AN10,1,1,Источник Actions.Dodge Base Chance FP
395,action,bear_crushing_swipe,movement_mode,string,,Actions,AO10,1,1,Источник Actions.Movement Mode
396,action,bear_crushing_swipe,move_distance,int,,Actions,AP10,1,1,Источник Actions.Move Distance
397,action,bear_crushing_swipe,base_stagger,int,,Actions,AQ10,1,1,Источник Actions.Base Stagger
398,action,bear_crushing_swipe,base_stun_ticks,int,,Actions,AR10,1,1,Источник Actions.Base Stun Ticks
399,action,bear_crushing_swipe,base_knockback,int,,Actions,AS10,1,1,Источник Actions.Base Knockback
400,action,bear_crushing_swipe,knockback_min,int,,Actions,AT10,1,1,Источник Actions.Knockback Min
401,action,bear_crushing_swipe,knockback_max,int,,Actions,AU10,1,1,Источник Actions.Knockback Max
402,action,bear_crushing_swipe,wall_damage_per_unit_fp,int,,Actions,AV10,1,1,Источник Actions.Wall Damage / Unit FP
403,action,bear_crushing_swipe,wall_damage_min,int,,Actions,AW10,1,1,Источник Actions.Wall Damage Min
404,action,bear_crushing_swipe,wall_damage_max,int,,Actions,AX10,1,1,Источник Actions.Wall Damage Max
405,action,bear_crushing_swipe,max_consecutive_uses,int,,Actions,AY10,1,1,Источник Actions.Max Consecutive Uses
406,action,bear_crushing_swipe,opportunity_cap_fp,int,,Actions,AZ10,1,1,Источник Actions.Opportunity Cap FP
407,action,bear_crushing_swipe,hard_opportunity_misses,int,,Actions,BA10,1,1,Источник Actions.Hard Opportunity Misses
408,action,bear_guarded_advance,action_id,string,,Actions,A11,1,1,Источник Actions.Action ID
409,action,bear_guarded_advance,animal_id,string,,Actions,B11,1,1,Источник Actions.Animal ID
410,action,bear_guarded_advance,slot_type,string,,Actions,D11,1,1,Источник Actions.Slot Type
411,action,bear_guarded_advance,category,string,,Actions,E11,1,1,Источник Actions.Category
412,action,bear_guarded_advance,tags,string,,Actions,F11,1,1,Источник Actions.Tags
413,action,bear_guarded_advance,base_weight,int,,Actions,G11,1,1,Источник Actions.Base Weight
414,action,bear_guarded_advance,preferred_range_min,int,,Actions,H11,1,1,Источник Actions.Preferred Range Min
415,action,bear_guarded_advance,preferred_range_max,int,,Actions,I11,1,1,Источник Actions.Preferred Range Max
416,action,bear_guarded_advance,hit_range_min,int,,Actions,J11,1,1,Источник Actions.Hit Range Min
417,action,bear_guarded_advance,hit_range_max,int,,Actions,K11,1,1,Источник Actions.Hit Range Max
418,action,bear_guarded_advance,energy_cost,int,,Actions,L11,1,1,Источник Actions.Energy Cost
419,action,bear_guarded_advance,resource_cost,int,,Actions,M11,1,1,Источник Actions.Resource Cost
420,action,bear_guarded_advance,base_damage,int,,Actions,N11,1,1,Источник Actions.Base Damage / hit
421,action,bear_guarded_advance,power_ratio_fp,int,,Actions,O11,1,1,Источник Actions.Power Ratio FP
422,action,bear_guarded_advance,min_damage,int,,Actions,P11,1,1,Источник Actions.Min Damage
423,action,bear_guarded_advance,chip_min,int,,Actions,Q11,1,1,Источник Actions.Chip Min
424,action,bear_guarded_advance,startup_base_ticks,int,,Actions,R11,1,1,Источник Actions.Startup Base Ticks
425,action,bear_guarded_advance,startup_min_ticks,int,,Actions,S11,1,1,Источник Actions.Startup Min Ticks
426,action,bear_guarded_advance,startup_max_ticks,int,,Actions,T11,1,1,Источник Actions.Startup Max Ticks
427,action,bear_guarded_advance,active_ticks,int,,Actions,U11,1,1,Источник Actions.Active Ticks
428,action,bear_guarded_advance,hit_schedule,string,,Actions,V11,1,1,Источник Actions.Hit Schedule
429,action,bear_guarded_advance,hit_count,int,,Actions,W11,1,1,Источник Actions.Hit Count
430,action,bear_guarded_advance,recovery_base_ticks,int,,Actions,X11,1,1,Источник Actions.Recovery Base Ticks
431,action,bear_guarded_advance,recovery_min_ticks,int,,Actions,Y11,1,1,Источник Actions.Recovery Min Ticks
432,action,bear_guarded_advance,recovery_max_ticks,int,,Actions,Z11,1,1,Источник Actions.Recovery Max Ticks
433,action,bear_guarded_advance,cooldown_ticks,int,,Actions,AA11,1,1,Источник Actions.Cooldown Ticks
434,action,bear_guarded_advance,action_priority,int,,Actions,AB11,1,1,Источник Actions.Action Priority
435,action,bear_guarded_advance,clash_priority,int,,Actions,AC11,1,1,Источник Actions.Clash Priority
